metric,state,species_1,survey_type,survey_type_effort,sampling_method,target_species_1,target_species_2,area_group,month_min,month_max,effort_min,water_temp_min,water_temp_max
adult_abundance,Minnesota,largemouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,largemouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,largemouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,largemouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,largemouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,largemouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,northern_pike,Targeted Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,northern_pike,Targeted Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,northern_pike,Targeted Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,northern_pike,Targeted Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,northern_pike,Targeted Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,50,70
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,65,80
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,50,70
adult_abundance,Minnesota,northern_pike,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,55,70
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,40,50
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,northern_pike,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,40,50
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,45,50
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,50,65
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,40,70
adult_abundance,South Dakota,black_crappie,,,,,,,,,,55,70
adult_abundance,South Dakota,bluegill,,,,,,,,,,,
adult_abundance,South Dakota,cisco,,,,,,,,,,,
adult_abundance,South Dakota,largemouth_bass,,,,,,,,,,,
adult_abundance,South Dakota,northern_pike,,,,,,,,,,,
adult_abundance,South Dakota,smallmouth_bass,,,,,,,,,,,
adult_abundance,South Dakota,walleye,,,,,,,,,,,
adult_abundance,South Dakota,yellow_perch,,,,,,,,,,,
adult_abundance,Wisconsin,black_crappie,,cpe,fyke_net,,,,3,5,2,,
proportional_stock_density,Wisconsin,bluegill,,psd,fyke_net,,,,6,8,2,,
adult_abundance,Wisconsin,bluegill,,cpe,boom_shocker,,,,4,6,30,,
adult_abundance,Wisconsin,cisco,,cpe,vertical_gill_net,,,,6,8,,,
adult_abundance,Wisconsin,largemouth_bass,,cpe,boom_shocker,,,,4,6,30,,
adult_abundance,Wisconsin,northern_pike,,cpe,fyke_net,,,,3,5,2,,
adult_abundance,Wisconsin,largemouth_bass,,cpe,fyke_net,,,,4,6,2,,
adult_abundance,Wisconsin,largemouth_bass,,cpe,boom_shocker,,,,8,11,30,,
adult_abundance,Wisconsin,walleye,,cpe,fyke_net,,,,3,5,2,,
population_estimate,Wisconsin,walleye,,pe,boom_shocker,,,,3,5,30,,
juvenile_abundance,Wisconsin,walleye,,cpe,boom_shocker,,,,8,11,30,,
adult_abundance,Wisconsin,yellow_perch,,cpe,fyke_net,,,,3,5,2,,
adult_abundance,Wisconsin,yellow_perch,,cpe,boom_shocker,,,,3,5,30,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,northern_pike,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,northern_pike,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
